travel_id,date,start_time_actual,end_time_actual,route_id,train_id
49,2016-01-04,06:00:00.0000000,07:30:00.0000000,1,1
50,2016-01-04,06:00:00.0000000,07:30:00.0000000,8,2
51,2016-01-04,08:00:00.0000000,09:30:00.0000000,15,2
52,2016-01-04,08:00:00.0000000,09:30:00.0000000,22,1
53,2016-01-04,10:00:00.0000000,11:30:00.0000000,29,1
54,2016-01-04,10:00:00.0000000,11:30:00.0000000,36,2
55,2016-01-04,12:00:00.0000000,13:30:00.0000000,43,2
56,2016-01-04,12:00:00.0000000,13:30:00.0000000,50,1
57,2016-01-04,14:00:00.0000000,15:30:00.0000000,57,1
58,2016-01-04,14:00:00.0000000,15:30:00.0000000,64,2
59,2016-01-04,18:00:00.0000000,19:30:00.0000000,71,2
60,2016-01-04,18:00:00.0000000,19:30:00.0000000,78,1
61,2016-01-04,20:00:00.0000000,21:30:00.0000000,85,1
62,2016-01-04,20:00:00.0000000,21:30:00.0000000,92,2
63,2016-01-04,22:00:00.0000000,23:30:00.0000000,99,2
64,2016-01-04,22:00:00.0000000,23:30:00.0000000,106,1
65,2016-01-05,06:00:00.0000000,07:30:00.0000000,2,1
66,2016-01-05,06:00:00.0000000,07:30:00.0000000,9,2
67,2016-01-05,08:00:00.0000000,09:30:00.0000000,16,2
68,2016-01-05,08:00:00.0000000,09:30:00.0000000,23,1
69,2016-01-05,10:00:00.0000000,11:30:00.0000000,30,1
70,2016-01-05,10:00:00.0000000,11:30:00.0000000,37,2
71,2016-01-05,12:00:00.0000000,13:30:00.0000000,44,2
72,2016-01-05,12:00:00.0000000,13:30:00.0000000,51,1
73,2016-01-05,14:00:00.0000000,15:30:00.0000000,58,1
74,2016-01-05,14:00:00.0000000,15:30:00.0000000,65,2
75,2016-01-05,18:00:00.0000000,19:30:00.0000000,72,2
76,2016-01-05,18:00:00.0000000,19:30:00.0000000,79,1
77,2016-01-05,20:00:00.0000000,21:30:00.0000000,86,1
78,2016-01-05,20:00:00.0000000,21:30:00.0000000,93,2
79,2016-01-05,22:00:00.0000000,23:30:00.0000000,100,2
80,2016-01-05,22:00:00.0000000,23:30:00.0000000,107,1
81,2016-01-06,06:00:00.0000000,07:30:00.0000000,3,1
82,2016-01-06,06:00:00.0000000,07:30:00.0000000,10,2
83,2016-01-06,08:00:00.0000000,09:30:00.0000000,17,2
84,2016-01-06,08:00:00.0000000,09:30:00.0000000,24,1
85,2016-01-06,10:00:00.0000000,11:30:00.0000000,31,1
86,2016-01-06,10:00:00.0000000,11:30:00.0000000,38,2
87,2016-01-06,12:00:00.0000000,13:30:00.0000000,45,2
88,2016-01-06,12:00:00.0000000,13:30:00.0000000,52,1
89,2016-01-06,14:00:00.0000000,15:30:00.0000000,59,1
90,2016-01-06,14:00:00.0000000,15:30:00.0000000,66,2
91,2016-01-06,18:00:00.0000000,19:30:00.0000000,73,2
92,2016-01-06,18:00:00.0000000,19:30:00.0000000,80,1
93,2016-01-06,20:00:00.0000000,21:30:00.0000000,87,1
94,2016-01-06,20:00:00.0000000,21:30:00.0000000,94,2
95,2016-01-06,22:00:00.0000000,23:30:00.0000000,101,2
96,2016-01-06,22:00:00.0000000,23:30:00.0000000,108,1
97,2016-01-07,06:00:00.0000000,07:30:00.0000000,4,1
98,2016-01-07,06:00:00.0000000,07:30:00.0000000,11,2
99,2016-01-07,08:00:00.0000000,09:30:00.0000000,18,2
100,2016-01-07,08:00:00.0000000,09:30:00.0000000,25,1
101,2016-01-07,10:00:00.0000000,11:30:00.0000000,32,1
102,2016-01-07,10:00:00.0000000,11:30:00.0000000,39,2
103,2016-01-07,12:00:00.0000000,13:30:00.0000000,46,2
104,2016-01-07,12:00:00.0000000,13:30:00.0000000,53,1
105,2016-01-07,14:00:00.0000000,15:30:00.0000000,60,1
106,2016-01-07,14:00:00.0000000,15:30:00.0000000,67,2
107,2016-01-07,18:00:00.0000000,19:30:00.0000000,74,2
108,2016-01-07,18:00:00.0000000,19:30:00.0000000,81,1
109,2016-01-07,20:00:00.0000000,21:30:00.0000000,88,1
110,2016-01-07,20:00:00.0000000,21:30:00.0000000,95,2
111,2016-01-07,22:00:00.0000000,23:30:00.0000000,102,2
112,2016-01-07,22:00:00.0000000,23:30:00.0000000,109,1
113,2016-01-08,06:00:00.0000000,07:30:00.0000000,5,1
114,2016-01-08,06:00:00.0000000,07:30:00.0000000,12,2
115,2016-01-08,08:00:00.0000000,09:30:00.0000000,19,2
116,2016-01-08,08:00:00.0000000,09:30:00.0000000,26,1
117,2016-01-08,10:00:00.0000000,11:30:00.0000000,33,1
118,2016-01-08,10:00:00.0000000,11:30:00.0000000,40,2
119,2016-01-08,12:00:00.0000000,13:30:00.0000000,47,2
120,2016-01-08,12:00:00.0000000,13:30:00.0000000,54,1
121,2016-01-08,14:00:00.0000000,15:30:00.0000000,61,1
122,2016-01-08,14:00:00.0000000,15:30:00.0000000,68,2
123,2016-01-08,18:00:00.0000000,19:30:00.0000000,75,2
124,2016-01-08,18:00:00.0000000,19:30:00.0000000,82,1
125,2016-01-08,20:00:00.0000000,21:30:00.0000000,89,1
126,2016-01-08,20:00:00.0000000,21:30:00.0000000,96,2
127,2016-01-08,22:00:00.0000000,23:30:00.0000000,103,2
128,2016-01-08,22:00:00.0000000,23:30:00.0000000,110,1
129,2016-01-09,06:00:00.0000000,07:30:00.0000000,6,1
130,2016-01-09,06:00:00.0000000,07:30:00.0000000,13,2
131,2016-01-09,08:00:00.0000000,09:30:00.0000000,20,2
132,2016-01-09,08:00:00.0000000,09:30:00.0000000,27,1
133,2016-01-09,10:00:00.0000000,11:30:00.0000000,34,1
134,2016-01-09,10:00:00.0000000,11:30:00.0000000,41,2
135,2016-01-09,12:00:00.0000000,13:30:00.0000000,48,2
136,2016-01-09,12:00:00.0000000,13:30:00.0000000,55,1
137,2016-01-09,14:00:00.0000000,15:30:00.0000000,62,1
138,2016-01-09,14:00:00.0000000,15:30:00.0000000,69,2
139,2016-01-09,18:00:00.0000000,19:30:00.0000000,76,2
140,2016-01-09,18:00:00.0000000,19:30:00.0000000,83,1
141,2016-01-09,20:00:00.0000000,21:30:00.0000000,90,1
142,2016-01-09,20:00:00.0000000,21:30:00.0000000,97,2
143,2016-01-09,22:00:00.0000000,23:30:00.0000000,104,2
144,2016-01-09,22:00:00.0000000,23:30:00.0000000,111,1
145,2016-01-10,06:00:00.0000000,07:30:00.0000000,7,1
146,2016-01-10,06:00:00.0000000,07:30:00.0000000,14,2
147,2016-01-10,08:00:00.0000000,09:30:00.0000000,21,2
148,2016-01-10,08:00:00.0000000,09:30:00.0000000,28,1
149,2016-01-10,10:00:00.0000000,11:30:00.0000000,35,1
150,2016-01-10,10:00:00.0000000,11:30:00.0000000,42,2
151,2016-01-10,12:00:00.0000000,13:30:00.0000000,49,2
152,2016-01-10,12:00:00.0000000,13:30:00.0000000,56,1
153,2016-01-10,14:00:00.0000000,15:30:00.0000000,63,1
154,2016-01-10,14:00:00.0000000,15:30:00.0000000,70,2
155,2016-01-10,18:00:00.0000000,19:30:00.0000000,77,2
156,2016-01-10,18:00:00.0000000,19:30:00.0000000,84,1
157,2016-01-10,20:00:00.0000000,21:30:00.0000000,91,1
158,2016-01-10,20:00:00.0000000,21:30:00.0000000,98,2
159,2016-01-10,22:00:00.0000000,23:30:00.0000000,105,2
160,2016-01-10,22:00:00.0000000,23:30:00.0000000,112,1
161,2016-01-11,06:00:00.0000000,07:30:00.0000000,1,1
162,2016-01-11,06:00:00.0000000,07:30:00.0000000,8,2
163,2016-01-11,08:00:00.0000000,09:30:00.0000000,15,2
164,2016-01-11,08:00:00.0000000,09:30:00.0000000,22,1
165,2016-01-11,10:00:00.0000000,11:30:00.0000000,29,1
166,2016-01-11,10:00:00.0000000,11:30:00.0000000,36,2
167,2016-01-11,12:00:00.0000000,13:30:00.0000000,43,2
168,2016-01-11,12:00:00.0000000,13:30:00.0000000,50,1
169,2016-01-11,14:00:00.0000000,15:30:00.0000000,57,1
170,2016-01-11,14:00:00.0000000,15:30:00.0000000,64,2
171,2016-01-11,18:00:00.0000000,19:30:00.0000000,71,2
172,2016-01-11,18:00:00.0000000,19:30:00.0000000,78,1
173,2016-01-11,20:00:00.0000000,21:30:00.0000000,85,1
174,2016-01-11,20:00:00.0000000,21:30:00.0000000,92,2
175,2016-01-11,22:00:00.0000000,23:30:00.0000000,99,2
176,2016-01-11,22:00:00.0000000,23:30:00.0000000,106,1
177,2016-01-12,06:00:00.0000000,07:30:00.0000000,2,1
178,2016-01-12,06:00:00.0000000,07:30:00.0000000,9,2
179,2016-01-12,08:00:00.0000000,09:30:00.0000000,16,2
180,2016-01-12,08:00:00.0000000,09:30:00.0000000,23,1
181,2016-01-12,10:00:00.0000000,11:30:00.0000000,30,1
182,2016-01-12,10:00:00.0000000,11:30:00.0000000,37,2
183,2016-01-12,12:00:00.0000000,13:30:00.0000000,44,2
184,2016-01-12,12:00:00.0000000,13:30:00.0000000,51,1
185,2016-01-12,14:00:00.0000000,15:30:00.0000000,58,1
186,2016-01-12,14:00:00.0000000,15:30:00.0000000,65,2
187,2016-01-12,18:00:00.0000000,19:30:00.0000000,72,2
188,2016-01-12,18:00:00.0000000,19:30:00.0000000,79,1
189,2016-01-12,20:00:00.0000000,21:30:00.0000000,86,1
190,2016-01-12,20:00:00.0000000,21:30:00.0000000,93,2
191,2016-01-12,22:00:00.0000000,23:30:00.0000000,100,2
192,2016-01-12,22:00:00.0000000,23:30:00.0000000,107,1
193,2016-01-13,06:00:00.0000000,07:30:00.0000000,3,1
194,2016-01-13,06:00:00.0000000,07:30:00.0000000,10,2
195,2016-01-13,08:00:00.0000000,09:30:00.0000000,17,2
196,2016-01-13,08:00:00.0000000,09:30:00.0000000,24,1
197,2016-01-13,10:00:00.0000000,11:30:00.0000000,31,1
198,2016-01-13,10:00:00.0000000,11:30:00.0000000,38,2
199,2016-01-13,12:00:00.0000000,13:30:00.0000000,45,2
200,2016-01-13,12:00:00.0000000,13:30:00.0000000,52,1
201,2016-01-13,14:00:00.0000000,15:30:00.0000000,59,1
202,2016-01-13,14:00:00.0000000,15:30:00.0000000,66,2
203,2016-01-13,18:00:00.0000000,19:30:00.0000000,73,2
204,2016-01-13,18:00:00.0000000,19:30:00.0000000,80,1
205,2016-01-13,20:00:00.0000000,21:30:00.0000000,87,1
206,2016-01-13,20:00:00.0000000,21:30:00.0000000,94,2
207,2016-01-13,22:00:00.0000000,23:30:00.0000000,101,2
208,2016-01-13,22:00:00.0000000,23:30:00.0000000,108,1
209,2016-01-14,06:00:00.0000000,07:30:00.0000000,4,1
210,2016-01-14,06:00:00.0000000,07:30:00.0000000,11,2
211,2016-01-14,08:00:00.0000000,09:30:00.0000000,18,2
212,2016-01-14,08:00:00.0000000,09:30:00.0000000,25,1
213,2016-01-14,10:00:00.0000000,11:30:00.0000000,32,1
214,2016-01-14,10:00:00.0000000,11:30:00.0000000,39,2
215,2016-01-14,12:00:00.0000000,13:30:00.0000000,46,2
216,2016-01-14,12:00:00.0000000,13:30:00.0000000,53,1
217,2016-01-14,14:00:00.0000000,15:30:00.0000000,60,1
218,2016-01-14,14:00:00.0000000,15:30:00.0000000,67,2
219,2016-01-14,18:00:00.0000000,19:30:00.0000000,74,2
220,2016-01-14,18:00:00.0000000,19:30:00.0000000,81,1
221,2016-01-14,20:00:00.0000000,21:30:00.0000000,88,1
222,2016-01-14,20:00:00.0000000,21:30:00.0000000,95,2
223,2016-01-14,22:00:00.0000000,23:30:00.0000000,102,2
224,2016-01-14,22:00:00.0000000,23:30:00.0000000,109,1
225,2016-01-15,06:00:00.0000000,07:30:00.0000000,5,1
226,2016-01-15,06:00:00.0000000,07:30:00.0000000,12,2
227,2016-01-15,08:00:00.0000000,09:30:00.0000000,19,2
228,2016-01-15,08:00:00.0000000,09:30:00.0000000,26,1
229,2016-01-15,10:00:00.0000000,11:30:00.0000000,33,1
230,2016-01-15,10:00:00.0000000,11:30:00.0000000,40,2
231,2016-01-15,12:00:00.0000000,13:30:00.0000000,47,2
232,2016-01-15,12:00:00.0000000,13:30:00.0000000,54,1
233,2016-01-15,14:00:00.0000000,15:30:00.0000000,61,1
234,2016-01-15,14:00:00.0000000,15:30:00.0000000,68,2
235,2016-01-15,18:00:00.0000000,19:30:00.0000000,75,2
236,2016-01-15,18:00:00.0000000,19:30:00.0000000,82,1
237,2016-01-15,20:00:00.0000000,21:30:00.0000000,89,1
238,2016-01-15,20:00:00.0000000,21:30:00.0000000,96,2
239,2016-01-15,22:00:00.0000000,23:30:00.0000000,103,2
240,2016-01-15,22:00:00.0000000,23:30:00.0000000,110,1
241,2016-01-16,06:00:00.0000000,07:30:00.0000000,6,1
242,2016-01-16,06:00:00.0000000,07:30:00.0000000,13,2
243,2016-01-16,08:00:00.0000000,09:30:00.0000000,20,2
244,2016-01-16,08:00:00.0000000,09:30:00.0000000,27,1
245,2016-01-16,10:00:00.0000000,11:30:00.0000000,34,1
246,2016-01-16,10:00:00.0000000,11:30:00.0000000,41,2
247,2016-01-16,12:00:00.0000000,13:30:00.0000000,48,2
248,2016-01-16,12:00:00.0000000,13:30:00.0000000,55,1
249,2016-01-16,14:00:00.0000000,15:30:00.0000000,62,1
250,2016-01-16,14:00:00.0000000,15:30:00.0000000,69,2
251,2016-01-16,18:00:00.0000000,19:30:00.0000000,76,2
252,2016-01-16,18:00:00.0000000,19:30:00.0000000,83,1
253,2016-01-16,20:00:00.0000000,21:30:00.0000000,90,1
254,2016-01-16,20:00:00.0000000,21:30:00.0000000,97,2
255,2016-01-16,22:00:00.0000000,23:30:00.0000000,104,2
256,2016-01-16,22:00:00.0000000,23:30:00.0000000,111,1
257,2016-01-17,06:00:00.0000000,07:30:00.0000000,7,1
258,2016-01-17,06:00:00.0000000,07:30:00.0000000,14,2
259,2016-01-17,08:00:00.0000000,09:30:00.0000000,21,2
260,2016-01-17,08:00:00.0000000,09:30:00.0000000,28,1
261,2016-01-17,10:00:00.0000000,11:30:00.0000000,35,1
262,2016-01-17,10:00:00.0000000,11:30:00.0000000,42,2
263,2016-01-17,12:00:00.0000000,13:30:00.0000000,49,2
264,2016-01-17,12:00:00.0000000,13:30:00.0000000,56,1
265,2016-01-17,14:00:00.0000000,15:30:00.0000000,63,1
266,2016-01-17,14:00:00.0000000,15:30:00.0000000,70,2
267,2016-01-17,18:00:00.0000000,19:30:00.0000000,77,2
268,2016-01-17,18:00:00.0000000,19:30:00.0000000,84,1
269,2016-01-17,20:00:00.0000000,21:30:00.0000000,91,1
270,2016-01-17,20:00:00.0000000,21:30:00.0000000,98,2
271,2016-01-17,22:00:00.0000000,23:30:00.0000000,105,2
272,2016-01-17,22:00:00.0000000,23:30:00.0000000,112,1
273,2016-01-18,06:00:00.0000000,07:30:00.0000000,1,1
274,2016-01-18,06:00:00.0000000,07:30:00.0000000,8,2
275,2016-01-18,08:00:00.0000000,09:30:00.0000000,15,2
276,2016-01-18,08:00:00.0000000,09:30:00.0000000,22,1
277,2016-01-18,10:00:00.0000000,11:30:00.0000000,29,1
278,2016-01-18,10:00:00.0000000,11:30:00.0000000,36,2
279,2016-01-18,12:00:00.0000000,13:30:00.0000000,43,2
280,2016-01-18,12:00:00.0000000,13:30:00.0000000,50,1
281,2016-01-18,14:00:00.0000000,15:30:00.0000000,57,1
282,2016-01-18,14:00:00.0000000,15:30:00.0000000,64,2
283,2016-01-18,18:00:00.0000000,19:30:00.0000000,71,2
284,2016-01-18,18:00:00.0000000,19:30:00.0000000,78,1
285,2016-01-18,20:00:00.0000000,21:30:00.0000000,85,1
286,2016-01-18,20:00:00.0000000,21:30:00.0000000,92,2
287,2016-01-18,22:00:00.0000000,23:30:00.0000000,99,2
288,2016-01-18,22:00:00.0000000,23:30:00.0000000,106,1
289,2016-01-19,06:00:00.0000000,07:30:00.0000000,2,1
290,2016-01-19,06:00:00.0000000,07:30:00.0000000,9,2
291,2016-01-19,08:00:00.0000000,09:30:00.0000000,16,2
292,2016-01-19,08:00:00.0000000,09:30:00.0000000,23,1
293,2016-01-19,10:00:00.0000000,11:30:00.0000000,30,1
294,2016-01-19,10:00:00.0000000,11:30:00.0000000,37,2
295,2016-01-19,12:00:00.0000000,13:30:00.0000000,44,2
296,2016-01-19,12:00:00.0000000,13:30:00.0000000,51,1
297,2016-01-19,14:00:00.0000000,15:30:00.0000000,58,1
298,2016-01-19,14:00:00.0000000,15:30:00.0000000,65,2
299,2016-01-19,18:00:00.0000000,19:30:00.0000000,72,2
300,2016-01-19,18:00:00.0000000,19:30:00.0000000,79,1
301,2016-01-19,20:00:00.0000000,21:30:00.0000000,86,1
302,2016-01-19,20:00:00.0000000,21:30:00.0000000,93,2
303,2016-01-19,22:00:00.0000000,23:30:00.0000000,100,2
304,2016-01-19,22:00:00.0000000,23:30:00.0000000,107,1
305,2016-01-20,06:00:00.0000000,07:30:00.0000000,3,1
306,2016-01-20,06:00:00.0000000,07:30:00.0000000,10,2
307,2016-01-20,08:00:00.0000000,09:30:00.0000000,17,2
308,2016-01-20,08:00:00.0000000,09:30:00.0000000,24,1
309,2016-01-20,10:00:00.0000000,11:30:00.0000000,31,1
310,2016-01-20,10:00:00.0000000,11:30:00.0000000,38,2
311,2016-01-20,12:00:00.0000000,13:30:00.0000000,45,2
312,2016-01-20,12:00:00.0000000,13:30:00.0000000,52,1
313,2016-01-20,14:00:00.0000000,15:30:00.0000000,59,1
314,2016-01-20,14:00:00.0000000,15:30:00.0000000,66,2
315,2016-01-20,18:00:00.0000000,19:30:00.0000000,73,2
316,2016-01-20,18:00:00.0000000,19:30:00.0000000,80,1
317,2016-01-20,20:00:00.0000000,21:30:00.0000000,87,1
318,2016-01-20,20:00:00.0000000,21:30:00.0000000,94,2
319,2016-01-20,22:00:00.0000000,23:30:00.0000000,101,2
320,2016-01-20,22:00:00.0000000,23:30:00.0000000,108,1
321,2016-01-21,06:00:00.0000000,07:30:00.0000000,4,1
322,2016-01-21,06:00:00.0000000,07:30:00.0000000,11,2
323,2016-01-21,08:00:00.0000000,09:30:00.0000000,18,2
324,2016-01-21,08:00:00.0000000,09:30:00.0000000,25,1
325,2016-01-21,10:00:00.0000000,11:30:00.0000000,32,1
326,2016-01-21,10:00:00.0000000,11:30:00.0000000,39,2
327,2016-01-21,12:00:00.0000000,13:30:00.0000000,46,2
328,2016-01-21,12:00:00.0000000,13:30:00.0000000,53,1
329,2016-01-21,14:00:00.0000000,15:30:00.0000000,60,1
330,2016-01-21,14:00:00.0000000,15:30:00.0000000,67,2
331,2016-01-21,18:00:00.0000000,19:30:00.0000000,74,2
332,2016-01-21,18:00:00.0000000,19:30:00.0000000,81,1
333,2016-01-21,20:00:00.0000000,21:30:00.0000000,88,1
334,2016-01-21,20:00:00.0000000,21:30:00.0000000,95,2
335,2016-01-21,22:00:00.0000000,23:30:00.0000000,102,2
336,2016-01-21,22:00:00.0000000,23:30:00.0000000,109,1
337,2016-01-22,06:00:00.0000000,07:30:00.0000000,5,1
338,2016-01-22,06:00:00.0000000,07:30:00.0000000,12,2
339,2016-01-22,08:00:00.0000000,09:30:00.0000000,19,2
340,2016-01-22,08:00:00.0000000,09:30:00.0000000,26,1
341,2016-01-22,10:00:00.0000000,11:30:00.0000000,33,1
342,2016-01-22,10:00:00.0000000,11:30:00.0000000,40,2
343,2016-01-22,12:00:00.0000000,13:30:00.0000000,47,2
344,2016-01-22,12:00:00.0000000,13:30:00.0000000,54,1
345,2016-01-22,14:00:00.0000000,15:30:00.0000000,61,1
346,2016-01-22,14:00:00.0000000,15:30:00.0000000,68,2
347,2016-01-22,18:00:00.0000000,19:30:00.0000000,75,2
348,2016-01-22,18:00:00.0000000,19:30:00.0000000,82,1
349,2016-01-22,20:00:00.0000000,21:30:00.0000000,89,1
350,2016-01-22,20:00:00.0000000,21:30:00.0000000,96,2
351,2016-01-22,22:00:00.0000000,23:30:00.0000000,103,2
352,2016-01-22,22:00:00.0000000,23:30:00.0000000,110,1
353,2016-01-23,06:00:00.0000000,07:30:00.0000000,6,1
354,2016-01-23,06:00:00.0000000,07:30:00.0000000,13,2
355,2016-01-23,08:00:00.0000000,09:30:00.0000000,20,2
356,2016-01-23,08:00:00.0000000,09:30:00.0000000,27,1
357,2016-01-23,10:00:00.0000000,11:30:00.0000000,34,1
358,2016-01-23,10:00:00.0000000,11:30:00.0000000,41,2
359,2016-01-23,12:00:00.0000000,13:30:00.0000000,48,2
360,2016-01-23,12:00:00.0000000,13:30:00.0000000,55,1
361,2016-01-23,14:00:00.0000000,15:30:00.0000000,62,1
362,2016-01-23,14:00:00.0000000,15:30:00.0000000,69,2
363,2016-01-23,18:00:00.0000000,19:30:00.0000000,76,2
364,2016-01-23,18:00:00.0000000,19:30:00.0000000,83,1
365,2016-01-23,20:00:00.0000000,21:30:00.0000000,90,1
366,2016-01-23,20:00:00.0000000,21:30:00.0000000,97,2
367,2016-01-23,22:00:00.0000000,23:30:00.0000000,104,2
368,2016-01-23,22:00:00.0000000,23:30:00.0000000,111,1
369,2016-01-24,06:00:00.0000000,07:30:00.0000000,7,1
370,2016-01-24,06:00:00.0000000,07:30:00.0000000,14,2
371,2016-01-24,08:00:00.0000000,09:30:00.0000000,21,2
372,2016-01-24,08:00:00.0000000,09:30:00.0000000,28,1
373,2016-01-24,10:00:00.0000000,11:30:00.0000000,35,1
374,2016-01-24,10:00:00.0000000,11:30:00.0000000,42,2
375,2016-01-24,12:00:00.0000000,13:30:00.0000000,49,2
376,2016-01-24,12:00:00.0000000,13:30:00.0000000,56,1
377,2016-01-24,14:00:00.0000000,15:30:00.0000000,63,1
378,2016-01-24,14:00:00.0000000,15:30:00.0000000,70,2
379,2016-01-24,18:00:00.0000000,19:30:00.0000000,77,2
380,2016-01-24,18:00:00.0000000,19:30:00.0000000,84,1
381,2016-01-24,20:00:00.0000000,21:30:00.0000000,91,1
382,2016-01-24,20:00:00.0000000,21:30:00.0000000,98,2
383,2016-01-24,22:00:00.0000000,23:30:00.0000000,105,2
384,2016-01-24,22:00:00.0000000,23:30:00.0000000,112,1
385,2016-01-25,06:00:00.0000000,07:30:00.0000000,1,1
386,2016-01-25,06:00:00.0000000,07:30:00.0000000,8,2
387,2016-01-25,08:00:00.0000000,09:30:00.0000000,15,2
388,2016-01-25,08:00:00.0000000,09:30:00.0000000,22,1
389,2016-01-25,10:00:00.0000000,11:30:00.0000000,29,1
390,2016-01-25,10:00:00.0000000,11:30:00.0000000,36,2
391,2016-01-25,12:00:00.0000000,13:30:00.0000000,43,2
392,2016-01-25,12:00:00.0000000,13:30:00.0000000,50,1
393,2016-01-25,14:00:00.0000000,15:30:00.0000000,57,1
394,2016-01-25,14:00:00.0000000,15:30:00.0000000,64,2
395,2016-01-25,18:00:00.0000000,19:30:00.0000000,71,2
396,2016-01-25,18:00:00.0000000,19:30:00.0000000,78,1
397,2016-01-25,20:00:00.0000000,21:30:00.0000000,85,1
398,2016-01-25,20:00:00.0000000,21:30:00.0000000,92,2
399,2016-01-25,22:00:00.0000000,23:30:00.0000000,99,2
400,2016-01-25,22:00:00.0000000,23:30:00.0000000,106,1
401,2016-01-26,06:00:00.0000000,07:30:00.0000000,2,1
402,2016-01-26,06:00:00.0000000,07:30:00.0000000,9,2
403,2016-01-26,08:00:00.0000000,09:30:00.0000000,16,2
404,2016-01-26,08:00:00.0000000,09:30:00.0000000,23,1
405,2016-01-26,10:00:00.0000000,11:30:00.0000000,30,1
406,2016-01-26,10:00:00.0000000,11:30:00.0000000,37,2
407,2016-01-26,12:00:00.0000000,13:30:00.0000000,44,2
408,2016-01-26,12:00:00.0000000,13:30:00.0000000,51,1
409,2016-01-26,14:00:00.0000000,15:30:00.0000000,58,1
410,2016-01-26,14:00:00.0000000,15:30:00.0000000,65,2
411,2016-01-26,18:00:00.0000000,19:30:00.0000000,72,2
412,2016-01-26,18:00:00.0000000,19:30:00.0000000,79,1
413,2016-01-26,20:00:00.0000000,21:30:00.0000000,86,1
414,2016-01-26,20:00:00.0000000,21:30:00.0000000,93,2
415,2016-01-26,22:00:00.0000000,23:30:00.0000000,100,2
416,2016-01-26,22:00:00.0000000,23:30:00.0000000,107,1
417,2016-01-27,06:00:00.0000000,07:30:00.0000000,3,1
418,2016-01-27,06:00:00.0000000,07:30:00.0000000,10,2
419,2016-01-27,08:00:00.0000000,09:30:00.0000000,17,2
420,2016-01-27,08:00:00.0000000,09:30:00.0000000,24,1
421,2016-01-27,10:00:00.0000000,11:30:00.0000000,31,1
422,2016-01-27,10:00:00.0000000,11:30:00.0000000,38,2
