zipcode_id,name,state_id
240,1301,20
241,1330,20
242,1331,20
243,1337,20
244,1338,20
245,1339,20
246,1340,20
247,1341,20
248,1342,20
249,1343,20
250,1344,20
251,1346,20
252,1347,20
253,1349,20
254,1350,20
255,1351,20
256,1354,20
257,1355,20
258,1360,20
259,1364,20
260,1366,20
261,1367,20
262,1368,20
263,1370,20
264,1373,20
265,1375,20
266,1376,20
267,1378,20
268,1379,20
269,1420,20
270,1430,20
271,1431,20
272,1432,20
273,1434,20
274,1436,20
275,1438,20
276,1440,20
277,1450,20
278,1451,20
279,1452,20
280,1453,20
281,1460,20
282,1462,20
283,1463,20
284,1464,20
285,1467,20
286,1468,20
287,1469,20
288,1473,20
289,1474,20
290,1475,20
291,1501,20
292,1503,20
293,1504,20
294,1505,20
295,1506,20
296,1507,20
297,1510,20
298,1515,20
299,1516,20
300,1518,20
301,1519,20
302,1520,20
303,1521,20
304,1522,20
305,1523,20
306,1524,20
307,1525,20
308,1527,20
309,1529,20
310,1531,20
311,1532,20
312,1534,20
313,1535,20
314,1536,20
315,1537,20
316,1540,20
317,1541,20
318,1542,20
319,1543,20
320,1545,20
321,1550,20
322,1560,20
323,1561,20
324,1562,20
325,1564,20
326,1566,20
327,1568,20
328,1569,20
329,1570,20
330,1571,20
331,1581,20
332,1583,20
333,1585,20
334,1588,20
335,1590,20
336,1602,20
337,1603,20
338,1604,20
339,1605,20
340,1606,20
341,1607,20
342,1608,20
343,1609,20
344,1610,20
345,1611,20
346,1612,20
347,1701,20
348,1702,20
349,1718,20
350,1719,20
351,1720,20
352,1721,20
353,1730,20
354,1731,20
355,1740,20
356,1741,20
357,1742,20
358,1745,20
359,1746,20
360,1747,20
361,1748,20
362,1749,20
363,1752,20
364,1754,20
365,1756,20
366,1757,20
367,1760,20
368,1770,20
369,1772,20
370,1773,20
371,1775,20
372,1776,20
373,1778,20
374,1801,20
375,1803,20
376,1810,20
377,1821,20
378,1824,20
379,1826,20
380,1827,20
381,1830,20
382,1832,20
383,1833,20
384,1834,20
385,1835,20
386,1840,20
387,1841,20
388,1843,20
389,1844,20
390,1845,20
391,1850,20
392,1851,20
393,1852,20
394,1854,20
395,1860,20
396,1862,20
397,1863,20
398,1864,20
399,1867,20
400,1876,20
401,1879,20
402,1880,20
403,1886,20
404,1887,20
405,1890,20
406,1901,20
407,1902,20
408,1904,20
409,1905,20
410,1906,20
411,1907,20
412,1908,20
413,1913,20
414,1915,20
415,1921,20
416,1922,20
417,1923,20
418,1929,20
419,1930,20
420,1937,20
421,1938,20
422,1940,20
423,1944,20
424,1945,20
425,1949,20
426,1950,20
427,1951,20
428,1952,20
429,1960,20
430,1966,20
431,1969,20
432,1970,20
433,1982,20
434,1983,20
435,1984,20
436,1985,20
437,2019,20
438,2021,20
439,2025,20
440,2026,20
441,2030,20
442,2032,20
443,2035,20
444,2038,20
445,2043,20
446,2045,20
447,2047,20
448,2048,20
449,2050,20
450,2052,20
451,2053,20
452,2054,20
453,2056,20
454,2061,20
455,2062,20
456,2066,20
457,2067,20
458,2071,20
459,2072,20
460,2081,20
461,2090,20
462,2093,20
463,2108,20
464,2109,20
465,2110,20
466,2111,20
467,2113,20
468,2114,20
469,2115,20
470,2116,20
471,2118,20
472,2119,20
473,2120,20
474,2121,20
475,2122,20
476,2124,20
477,2125,20
478,2126,20
479,2127,20
480,2128,20
481,2129,20
482,2130,20
483,2131,20
484,2132,20
485,2134,20
486,2135,20
487,2136,20
488,2138,20
489,2139,20
490,2140,20
491,2141,20
492,2142,20
493,2143,20
494,2144,20
495,2145,20
496,2148,20
497,2149,20
498,2150,20
499,2151,20
500,2152,20
501,2155,20
502,2163,20
503,2169,20
504,2170,20
505,2171,20
506,2176,20
507,2180,20
508,2184,20
509,2186,20
510,2188,20
511,2189,20
512,2190,20
513,2191,20
514,2199,20
515,2203,20
516,2210,20
517,2215,20
518,2301,20
519,2302,20
520,2322,20
521,2324,20
522,2330,20
523,2332,20
524,2333,20
525,2338,20
526,2339,20
527,2341,20
528,2343,20
529,2346,20
530,2347,20
531,2351,20
532,2356,20
533,2357,20
534,2359,20
535,2360,20
536,2364,20
537,2366,20
538,2367,20
539,2368,20
540,2370,20
541,2375,20
542,2379,20
543,2382,20
544,2420,20
545,2421,20
546,2445,20
547,2446,20
548,2451,20
549,2452,20
550,2453,20
551,2457,20
552,2458,20
553,2459,20
554,2460,20
555,2461,20
556,2462,20
557,2464,20
558,2465,20
559,2466,20
560,2467,20
561,2468,20
562,2472,20
563,2474,20
564,2476,20
565,2478,20
566,2481,20
567,2482,20
568,2492,20
569,2493,20
570,2494,20
571,2532,20
572,2534,20
573,2535,20
574,2536,20
575,2537,20
576,2538,20
577,2539,20
578,2540,20
579,2542,20
580,2543,20
581,2553,20
582,2554,20
583,2556,20
584,2557,20
585,2558,20
586,2559,20
587,2561,20
588,2562,20
589,2563,20
590,2564,20
591,2568,20
592,2571,20
593,2575,20
594,2576,20
595,2584,20
596,2601,20
597,2630,20
598,2631,20
599,2632,20
600,2633,20
601,2635,20
602,2637,20
603,2638,20
604,2639,20
605,2641,20
606,2642,20
607,2643,20
608,2644,20
609,2645,20
610,2646,20
611,2647,20
612,2648,20
613,2649,20
614,2650,20
615,2651,20
616,2652,20
617,2653,20
618,2655,20
619,2657,20
620,2659,20
621,2660,20
622,2663,20
623,2664,20
624,2666,20
625,2667,20
626,2668,20
627,2669,20
628,2670,20
629,2671,20
630,2672,20
631,2673,20
632,2675,20
633,2702,20
634,2703,20
635,2713,20
636,2715,20
637,2717,20
638,2718,20
639,2719,20
640,2720,20
641,2721,20
642,2723,20
643,2724,20
644,2725,20
645,2726,20
646,2738,20
647,2739,20
648,2740,20
649,2743,20
650,2744,20
651,2745,20
652,2746,20
653,2747,20
654,2748,20
655,2760,20
656,2762,20
657,2763,20
658,2764,20
659,2766,20
660,2767,20
661,2769,20
662,2770,20
663,2771,20
664,2777,20
665,2779,20
666,2780,20
667,2790,20
668,2791,20
669,2802,41
670,2804,41
671,2806,41
672,2807,41
673,2808,41
674,2809,41
675,2812,41
676,2813,41
677,2814,41
678,2815,41
679,2816,41
680,2817,41
681,2818,41
682,2822,41
683,2825,41
684,2826,41
685,2827,41
686,2828,41
687,2830,41
688,2831,41
689,2832,41
690,2833,41
691,2835,41
692,2836,41
693,2837,41
694,2838,41
695,2839,41
696,2840,41
697,2841,41
698,2842,41
699,2852,41
700,2857,41
701,2858,41
702,2859,41
703,2860,41
704,2861,41
705,2863,41
706,2864,41
707,2865,41
708,2871,41
709,2872,41
710,2873,41
711,2874,41
712,2875,41
713,2876,41
714,2878,41
715,2879,41
716,2881,41
717,2882,41
718,2885,41
719,2886,41
720,2888,41
721,2889,41
722,2891,41
723,2892,41
724,2893,41
725,2894,41
726,2895,41
727,2896,41
728,2898,41
729,2903,41
730,2904,41
731,2905,41
732,2906,41
733,2907,41
734,2908,41
735,2909,41
736,2910,41
737,2911,41
738,2912,41
739,2914,41
740,2915,41
741,2916,41
742,2917,41
743,2919,41
744,2920,41
745,2921,41
746,3031,31
747,3032,31
748,3033,31
749,3034,31
750,3036,31
751,3037,31
752,3038,31
753,3042,31
754,3043,31
755,3044,31
756,3045,31
757,3046,31
758,3047,31
759,3048,31
760,3049,31
761,3051,31
762,3052,31
763,3053,31
764,3054,31
765,3055,31
766,3057,31
767,3060,31
768,3062,31
769,3063,31
770,3064,31
771,3070,31
772,3071,31
773,3076,31
774,3077,31
775,3079,31
776,3082,31
777,3084,31
778,3086,31
779,3087,31
780,3101,31
781,3102,31
782,3103,31
783,3104,31
784,3106,31
785,3109,31
786,3110,31
787,3215,31
788,3216,31
789,3217,31
790,3218,31
791,3220,31
792,3221,31
793,3222,31
794,3223,31
795,3224,31
796,3225,31
797,3226,31
798,3227,31
799,3229,31
800,3230,31
801,3231,31
802,3233,31
803,3234,31
804,3235,31
805,3237,31
806,3238,31
807,3240,31
808,3241,31
809,3242,31
810,3243,31
811,3244,31
812,3245,31
813,3246,31
814,3249,31
815,3251,31
816,3253,31
817,3254,31
818,3255,31
819,3256,31
820,3257,31
821,3258,31
822,3259,31
823,3260,31
824,3261,31
825,3262,31
826,3263,31
827,3264,31
828,3266,31
829,3268,31
830,3269,31
831,3273,31
832,3275,31
833,3276,31
834,3278,31
835,3279,31
836,3280,31
837,3281,31
838,3282,31
839,3284,31
840,3285,31
841,3287,31
842,3290,31
843,3291,31
844,3293,31
845,3301,31
846,3303,31
847,3304,31
848,3307,31
849,3431,31
850,3440,31
851,3441,31
852,3442,31
853,3443,31
854,3444,31
855,3445,31
856,3446,31
857,3447,31
858,3448,31
859,3449,31
860,3450,31
861,3451,31
862,3452,31
863,3455,31
864,3456,31
865,3457,31
866,3458,31
867,3461,31
868,3462,31
869,3464,31
870,3465,31
871,3466,31
872,3467,31
873,3470,31
874,3561,31
875,3570,31
876,3574,31
877,3575,31
878,3576,31
879,3579,31
880,3580,31
881,3581,31
882,3582,31
883,3583,31
884,3584,31
885,3585,31
886,3586,31
887,3588,31
888,3590,31
889,3592,31
890,3593,31
891,3595,31
892,3597,31
893,3598,31
894,3601,31
895,3602,31
896,3603,31
897,3604,31
898,3605,31
899,3607,31
900,3608,31
901,3609,31
902,3740,31
903,3741,31
904,3743,31
905,3745,31
906,3746,31
907,3748,31
908,3750,31
909,3751,31
910,3752,31
911,3753,31
912,3754,31
913,3755,31
914,3765,31
915,3766,31
916,3768,31
917,3770,31
918,3771,31
919,3773,31
920,3774,31
921,3777,31
922,3779,31
923,3780,31
924,3781,31
925,3782,31
926,3784,31
927,3785,31
928,3801,31
929,3809,31
930,3810,31
931,3811,31
932,3812,31
933,3813,31
934,3814,31
935,3816,31
936,3817,31
937,3818,31
938,3819,31
939,3820,31
940,3823,31
941,3824,31
942,3825,31
943,3826,31
944,3827,31
945,3830,31
946,3832,31
947,3833,31
948,3835,31
949,3836,31
950,3837,31
951,3838,31
952,3839,31
953,3840,31
954,3841,31
955,3842,31
956,3844,31
957,3845,31
958,3846,31
959,3847,31
960,3848,31
961,3849,31
962,3850,31
963,3851,31
964,3852,31
965,3853,31
966,3854,31
967,3855,31
968,3856,31
969,3857,31
970,3858,31
971,3860,31
972,3861,31
973,3862,31
974,3864,31
975,3865,31
976,3867,31
977,3868,31
978,3869,31
979,3870,31
980,3871,31
981,3872,31
982,3873,31
983,3874,31
984,3875,31
985,3878,31
986,3882,31
987,3883,31
988,3884,31
989,3885,31
990,3886,31
991,3887,31
992,3890,31
993,3894,31
994,3901,22
995,3902,22
996,3903,22
997,3904,22
998,3905,22
999,3906,22
1000,3907,22
1001,3908,22
1002,3909,22
1003,3910,22
1004,3911,22
1005,4001,22
1006,4002,22
1007,4003,22
1008,4005,22
1009,4006,22
1010,4008,22
1011,4009,22
1012,4010,22
1013,4011,22
1014,4015,22
1015,4017,22
1016,4019,22
1017,4020,22
1018,4021,22
1019,4022,22
1020,4024,22
1021,4027,22
1022,4029,22
1023,4030,22
1024,4032,22
1025,4037,22
1026,4038,22
1027,4039,22
1028,4040,22
1029,4041,22
1030,4042,22
1031,4043,22
1032,4046,22
1033,4047,22
1034,4048,22
1035,4049,22
1036,4050,22
1037,4051,22
1038,4055,22
1039,4056,22
1040,4057,22
1041,4061,22
1042,4062,22
1043,4063,22
1044,4064,22
1045,4066,22
1046,4068,22
1047,4069,22
1048,4071,22
1049,4072,22
1050,4073,22
1051,4074,22
1052,4076,22
1053,4079,22
1054,4083,22
1055,4084,22
1056,4085,22
1057,4086,22
1058,4087,22
1059,4088,22
1060,4090,22
1061,4091,22
1062,4092,22
1063,4093,22
1064,4095,22
1065,4096,22
1066,4097,22
1067,4101,22
1068,4102,22
1069,4103,22
1070,4105,22
1071,4106,22
1072,4107,22
1073,4108,22
1074,4109,22
1075,4110,22
1076,4210,22
1077,4216,22
1078,4217,22
1079,4219,22
1080,4220,22
1081,4221,22
1082,4222,22
1083,4224,22
1084,4226,22
1085,4227,22
1086,4228,22
1087,4231,22
1088,4234,22
1089,4236,22
1090,4237,22
1091,4238,22
1092,4239,22
1093,4240,22
1094,4250,22
1095,4252,22
1096,4253,22
1097,4254,22
1098,4255,22
1099,4256,22
1100,4257,22
1101,4258,22
1102,4259,22
1103,4260,22
1104,4261,22
1105,4263,22
1106,4265,22
1107,4267,22
1108,4268,22
1109,4270,22
1110,4271,22
1111,4274,22
1112,4275,22
1113,4276,22
1114,4280,22
1115,4281,22
1116,4282,22
1117,4284,22
1118,4285,22
1119,4286,22
1120,4287,22
1121,4289,22
1122,4290,22
1123,4292,22
1124,4294,22
1125,4330,22
1126,4342,22
1127,4343,22
1128,4344,22
1129,4345,22
1130,4346,22
1131,4347,22
1132,4348,22
1133,4349,22
1134,4350,22
1135,4351,22
1136,4352,22
1137,4353,22
1138,4354,22
1139,4355,22
1140,4357,22
1141,4358,22
1142,4359,22
1143,4360,22
1144,4363,22
1145,4364,22
1146,4401,22
1147,4406,22
1148,4408,22
1149,4410,22
1150,4411,22
1151,4412,22
1152,4413,22
1153,4414,22
1154,4415,22
1155,4416,22
1156,4417,22
1157,4418,22
1158,4419,22
1159,4421,22
1160,4422,22
1161,4424,22
1162,4426,22
1163,4427,22
1164,4428,22
1165,4429,22
1166,4430,22
1167,4431,22
1168,4434,22
1169,4435,22
1170,4438,22
1171,4441,22
1172,4442,22
1173,4443,22
1174,4444,22
1175,4448,22
1176,4449,22
1177,4450,22
1178,4451,22
1179,4453,22
1180,4454,22
1181,4455,22
1182,4456,22
1183,4457,22
1184,4459,22
1185,4460,22
1186,4461,22
1187,4462,22
1188,4463,22
1189,4464,22
1190,4468,22
1191,4469,22
1192,4471,22
1193,4472,22
1194,4473,22
1195,4474,22
1196,4475,22
1197,4476,22
1198,4478,22
1199,4479,22
1200,4481,22
1201,4485,22
1202,4487,22
1203,4488,22
1204,4489,22
1205,4490,22
1206,4491,22
1207,4492,22
1208,4493,22
1209,4495,22
1210,4496,22
1211,4497,22
1212,4530,22
1213,4535,22
1214,4537,22
1215,4538,22
1216,4539,22
1217,4541,22
1218,4543,22
1219,4544,22
1220,4547,22
1221,4548,22
1222,4551,22
1223,4553,22
1224,4554,22
1225,4555,22
1226,4556,22
1227,4558,22
1228,4562,22
1229,4563,22
1230,4564,22
1231,4568,22
1232,4570,22
1233,4571,22
1234,4572,22
1235,4573,22
1236,4574,22
1237,4575,22
1238,4576,22
1239,4578,22
1240,4579,22
1241,4605,22
1242,4606,22
1243,4607,22
1244,4609,22
1245,4611,22
1246,4612,22
1247,4613,22
1248,4614,22
1249,4616,22
1250,4617,22
1251,4619,22
1252,4622,22
1253,4623,22
1254,4624,22
1255,4625,22
1256,4626,22
1257,4627,22
1258,4628,22
1259,4629,22
1260,4630,22
1261,4631,22
1262,4634,22
1263,4635,22
1264,4637,22
1265,4640,22
1266,4642,22
1267,4643,22
1268,4644,22
1269,4645,22
1270,4646,22
1271,4648,22
1272,4649,22
1273,4650,22
1274,4652,22
1275,4653,22
1276,4654,22
1277,4655,22
1278,4657,22
1279,4658,22
1280,4660,22
1281,4662,22
1282,4664,22
1283,4666,22
1284,4667,22
1285,4668,22
1286,4669,22
1287,4671,22
1288,4673,22
1289,4674,22
1290,4675,22
1291,4676,22
1292,4677,22
1293,4679,22
1294,4680,22
1295,4681,22
1296,4683,22
1297,4684,22
1298,4685,22
1299,4686,22
1300,4691,22
1301,4693,22
1302,4694,22
1303,4730,22
1304,4732,22
1305,4733,22
1306,4734,22
1307,4735,22
1308,4736,22
1309,4739,22
1310,4740,22
1311,4741,22
1312,4742,22
1313,4743,22
1314,4745,22
1315,4746,22
1316,4747,22
1317,4750,22
1318,4756,22
1319,4757,22
1320,4758,22
1321,4760,22
1322,4761,22
1323,4762,22
1324,4763,22
1325,4764,22
1326,4765,22
1327,4766,22
1328,4768,22
1329,4769,22
1330,4772,22
1331,4773,22
1332,4774,22
1333,4776,22
1334,4777,22
1335,4779,22
1336,4780,22
1337,4781,22
1338,4783,22
1339,4785,22
1340,4786,22
1341,4787,22
1342,4841,22
1343,4843,22
1344,4847,22
1345,4848,22
1346,4849,22
1347,4851,22
1348,4852,22
1349,4853,22
1350,4854,22
1351,4855,22
1352,4856,22
1353,4858,22
1354,4859,22
1355,4860,22
1356,4861,22
1357,4862,22
1358,4863,22
1359,4864,22
1360,4901,22
1361,4910,22
1362,4911,22
1363,4912,22
1364,4915,22
1365,4917,22
1366,4918,22
1367,4920,22
1368,4921,22
1369,4922,22
1370,4923,22
1371,4924,22
1372,4925,22
1373,4926,22
1374,4927,22
1375,4928,22
1376,4929,22
1377,4930,22
1378,4932,22
1379,4933,22
1380,4936,22
1381,4937,22
1382,4938,22
1383,4939,22
1384,4940,22
1385,4941,22
1386,4942,22
1387,4943,22
1388,4944,22
1389,4945,22
1390,4947,22
1391,4949,22
1392,4950,22
1393,4951,22
1394,4952,22
1395,4953,22
1396,4955,22
1397,4956,22
1398,4957,22
1399,4958,22
1400,4961,22
1401,4962,22
1402,4963,22
1403,4964,22
1404,4965,22
1405,4966,22
1406,4967,22
1407,4969,22
1408,4970,22
1409,4971,22
1410,4973,22
1411,4974,22
1412,4975,22
1413,4976,22
1414,4978,22
1415,4979,22
1416,4981,22
1417,4982,22
1418,4983,22
1419,4984,22
1420,4985,22
1421,4986,22
1422,4987,22
1423,4988,22
1424,4989,22
1425,4992,22
1426,5001,48
1427,5031,48
1428,5032,48
1429,5033,48
1430,5034,48
1431,5035,48
1432,5036,48
1433,5037,48
1434,5038,48
1435,5039,48
1436,5040,48
1437,5041,48
1438,5042,48
1439,5043,48
1440,5045,48
1441,5046,48
1442,5048,48
1443,5050,48
1444,5051,48
1445,5052,48
1446,5053,48
1447,5055,48
1448,5056,48
1449,5058,48
1450,5059,48
1451,5060,48
1452,5061,48
1453,5062,48
1454,5065,48
1455,5067,48
1456,5068,48
1457,5069,48
1458,5070,48
1459,5071,48
1460,5072,48
1461,5075,48
1462,5076,48
1463,5077,48
1464,5079,48
1465,5081,48
1466,5083,48
1467,5084,48
1468,5086,48
1469,5089,48
1470,5091,48
1471,5101,48
1472,5141,48
1473,5142,48
1474,5143,48
1475,5146,48
1476,5148,48
1477,5149,48
1478,5150,48
1479,5151,48
1480,5152,48
1481,5153,48
1482,5154,48
1483,5155,48
1484,5156,48
1485,5158,48
1486,5161,48
1487,5201,48
1488,5250,48
1489,5251,48
1490,5252,48
1491,5253,48
1492,5254,48
1493,5255,48
1494,5257,48
1495,5260,48
1496,5261,48
1497,5262,48
1498,5301,48
1499,5340,48
1500,5341,48
1501,5342,48
1502,5343,48
1503,5345,48
1504,5346,48
1505,5350,48
1506,5352,48
1507,5353,48
1508,5354,48
1509,5355,48
1510,5356,48
1511,5358,48
1512,5359,48
1513,5360,48
1514,5361,48
1515,5362,48
1516,5363,48
1517,5401,48
1518,5403,48
1519,5404,48
1520,5405,48
1521,5408,48
1522,5439,48
1523,5440,48
1524,5441,48
1525,5442,48
1526,5443,48
1527,5444,48
1528,5445,48
1529,5446,48
1530,5447,48
1531,5448,48
1532,5450,48
1533,5452,48
1534,5454,48
1535,5455,48
1536,5456,48
1537,5457,48
1538,5458,48
1539,5459,48
1540,5461,48
1541,5462,48
1542,5463,48
1543,5464,48
1544,5465,48
1545,5468,48
1546,5471,48
1547,5472,48
1548,5473,48
1549,5474,48
1550,5476,48
1551,5477,48
1552,5478,48
1553,5481,48
1554,5482,48
1555,5483,48
1556,5485,48
1557,5486,48
1558,5487,48
1559,5488,48
1560,5489,48
1561,5491,48
1562,5492,48
1563,5494,48
1564,5495,48
1565,5602,48
1566,5640,48
1567,5641,48
1568,5647,48
1569,5648,48
1570,5649,48
1571,5650,48
1572,5651,48
1573,5652,48
1574,5653,48
1575,5654,48
1576,5655,48
1577,5656,48
1578,5657,48
1579,5658,48
1580,5660,48
1581,5661,48
1582,5663,48
1583,5664,48
1584,5667,48
1585,5669,48
1586,5672,48
1587,5673,48
1588,5674,48
1589,5675,48
1590,5676,48
1591,5677,48
1592,5678,48
1593,5679,48
1594,5680,48
1595,5681,48
1596,5682,48
1597,5701,48
1598,5730,48
1599,5732,48
1600,5733,48
1601,5734,48
1602,5735,48
1603,5736,48
1604,5737,48
1605,5738,48
1606,5739,48
1607,5740,48
1608,5742,48
1609,5743,48
1610,5744,48
1611,5747,48
1612,5748,48
1613,5751,48
1614,5753,48
1615,5757,48
1616,5758,48
1617,5759,48
1618,5760,48
1619,5761,48
1620,5762,48
1621,5763,48
1622,5764,48
1623,5765,48
1624,5766,48
1625,5767,48
1626,5769,48
1627,5770,48
1628,5772,48
1629,5773,48
1630,5774,48
1631,5775,48
1632,5776,48
1633,5777,48
1634,5778,48
1635,5819,48
1636,5820,48
1637,5821,48
1638,5822,48
1639,5824,48
1640,5825,48
1641,5826,48
1642,5827,48
1643,5828,48
1644,5829,48
1645,5830,48
1646,5832,48
1647,5833,48
1648,5836,48
1649,5837,48
1650,5839,48
1651,5841,48
1652,5842,48
1653,5843,48
1654,5845,48
1655,5846,48
1656,5847,48
1657,5850,48
1658,5851,48
1659,5853,48
1660,5855,48
1661,5857,48
1662,5858,48
1663,5859,48
1664,5860,48
1665,5862,48
1666,5866,48
1667,5867,48
1668,5868,48
1669,5871,48
1670,5872,48
1671,5873,48
1672,5874,48
1673,5875,48
1674,5901,48
1675,5902,48
1676,5903,48
1677,5904,48
1678,5905,48
1679,5906,48
1680,5907,48
1681,6001,7
1682,6002,7
1683,6010,7
1684,6013,7
1685,6016,7
1686,6018,7
1687,6019,7
1688,6020,7
1689,6021,7
1690,6022,7
1691,6023,7
1692,6024,7
1693,6026,7
1694,6027,7
1695,6029,7
1696,6031,7
1697,6032,7
1698,6033,7
1699,6035,7
1700,6037,7
1701,6039,7
1702,6040,7
1703,6042,7
1704,6043,7
1705,6051,7
1706,6052,7
1707,6053,7
1708,6057,7
1709,6058,7
1710,6059,7
1711,6060,7
1712,6061,7
1713,6062,7
1714,6063,7
1715,6065,7
1716,6066,7
1717,6067,7
1718,6068,7
1719,6069,7
1720,6070,7
1721,6071,7
1722,6073,7
1723,6074,7
1724,6076,7
1725,6078,7
1726,6081,7
1727,6082,7
1728,6084,7
1729,6085,7
1730,6088,7
1731,6089,7
1732,6090,7
1733,6091,7
1734,6092,7
1735,6093,7
1736,6095,7
1737,6096,7
1738,6098,7
1739,6103,7
1740,6105,7
1741,6106,7
1742,6107,7
1743,6108,7
1744,6109,7
1745,6110,7
1746,6111,7
1747,6112,7
1748,6114,7
1749,6117,7
1750,6118,7
1751,6119,7
1752,6120,7
1753,6160,7
1754,6226,7
1755,6231,7
1756,6232,7
1757,6234,7
1758,6235,7
1759,6237,7
1760,6238,7
1761,6239,7
1762,6241,7
1763,6242,7
1764,6243,7
1765,6247,7
1766,6248,7
1767,6249,7
1768,6250,7
1769,6254,7
1770,6255,7
1771,6256,7
1772,6259,7
1773,6260,7
1774,6262,7
1775,6263,7
1776,6264,7
1777,6266,7
1778,6268,7
1779,6269,7
1780,6277,7
1781,6278,7
1782,6279,7
1783,6280,7
1784,6281,7
1785,6282,7
1786,6320,7
1787,6330,7
1788,6331,7
1789,6332,7
1790,6333,7
1791,6334,7
1792,6335,7
1793,6336,7
1794,6339,7
1795,6340,7
1796,6350,7
1797,6351,7
1798,6353,7
1799,6354,7
1800,6355,7
1801,6357,7
1802,6359,7
1803,6360,7
1804,6365,7
1805,6370,7
1806,6371,7
1807,6373,7
1808,6374,7
1809,6375,7
1810,6376,7
1811,6377,7
1812,6378,7
1813,6379,7
1814,6380,7
1815,6382,7
1816,6384,7
1817,6385,7
1818,6387,7
1819,6389,7
1820,6390,35
1821,6401,7
1822,6403,7
1823,6405,7
1824,6409,7
1825,6410,7
1826,6412,7
1827,6413,7
1828,6414,7
1829,6415,7
1830,6416,7
1831,6417,7
1832,6418,7
1833,6419,7
1834,6420,7
1835,6422,7
1836,6423,7
1837,6424,7
1838,6426,7
1839,6437,7
1840,6438,7
1841,6441,7
1842,6442,7
1843,6443,7
1844,6444,7
1845,6447,7
1846,6450,7
1847,6451,7
1848,6455,7
1849,6456,7
1850,6457,7
1851,6460,7
1852,6461,7
1853,6467,7
1854,6468,7
1855,6469,7
1856,6470,7
1857,6471,7
1858,6472,7
1859,6473,7
1860,6475,7
1861,6477,7
1862,6478,7
1863,6479,7
1864,6480,7
1865,6481,7
1866,6482,7
1867,6483,7
1868,6484,7
1869,6488,7
1870,6489,7
1871,6492,7
1872,6498,7
1873,6510,7
1874,6511,7
1875,6512,7
1876,6513,7
1877,6514,7
1878,6515,7
1879,6516,7
1880,6517,7
1881,6518,7
1882,6519,7
1883,6524,7
1884,6525,7
1885,6604,7
1886,6605,7
1887,6606,7
1888,6607,7
